ID,Family,Meaning RU,Scope,Master status,Variants,Sizes,Touch target,Accessible name,Overlays,Motion,License,Owner decision
pi-navigation-chats,navigation,Чаты,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Чаты,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-owner,social,Владелец,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Владелец,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-admin,social,Администратор,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Администратор,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-moderator,social,Модератор,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Модератор,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-editor,social,Редактор,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Редактор,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-member,social,Участник,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Участник,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-guest,social,Гость,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Гость,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-poll,social,Опрос,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Опрос,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-event,social,Событие,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Событие,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-form,social,Форма,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Форма,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-report,social,Пожаловаться,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Пожаловаться,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-block,social,Заблокировать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Заблокировать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-unblock,social,Разблокировать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Разблокировать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-audit-log,social,Журнал действий,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Журнал действий,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-membership-approval,social,Одобрить вступление,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Одобрить вступление,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-story,social,История,TBD owner scope,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,История,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-followers,social,Подписчики,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Подписчики,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-factory,services,Фабрика,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Фабрика,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-capabilities,services,Возможности,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Возможности,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-bot,services,Бот,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Бот,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-mini-app,services,Мини-приложение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Мини-приложение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-plugin,services,Плагин,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Плагин,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-skill,services,Навык,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Навык,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-integration,services,Интеграция,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Интеграция,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-workflow,services,Сценарий работы,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сценарий работы,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-publisher,services,Издатель,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Издатель,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-install,services,Установить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Установить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-uninstall,services,Удалить установку,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Удалить установку,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-connect,services,Подключить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Подключить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-disconnect,services,Отключить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Отключить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-update,services,Обновить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Обновить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-revoke,services,Отозвать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Отозвать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-trust-unverified,services,Не проверено,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Не проверено,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-trust-verified,services,Проверено,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Проверено,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-trust-reviewed,services,Проверено Pablicus,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Проверено Pablicus,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-build,services,Сборка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сборка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-test,services,Проверка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Проверка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-service-instance,services,Экземпляр сервиса,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Экземпляр сервиса,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-scenario-node,services,Шаг сценария,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Шаг сценария,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-services-branch,services,Ветвление,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Ветвление,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-settings,system,Настройки,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Настройки,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-profile-edit,system,Изменить профиль,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Изменить профиль,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-public-identity,system,Публичная идентичность,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Публичная идентичность,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-privacy,system,Приватность,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Приватность,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-lock,system,Закрытый доступ,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Закрытый доступ,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-unlock,system,Открытый доступ,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Открытый доступ,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-session,system,Сеанс,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сеанс,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-device,system,Устройство,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Устройство,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-passkey,system,Ключ доступа,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Ключ доступа,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-sign-in,system,Войти,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Войти,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-sign-out,system,Выйти,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Выйти,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-account-switch,system,Сменить аккаунт,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сменить аккаунт,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-recovery,system,Восстановить доступ,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Восстановить доступ,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-storage,system,Хранилище,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Хранилище,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-notification,system,Уведомления,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Уведомления,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-notification-off,system,Уведомления выключены,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Уведомления выключены,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-light,system,Светлая тема,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Светлая тема,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-dark,system,Тёмная тема,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Тёмная тема,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-theme-system,system,Системная тема,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Системная тема,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-accessibility,system,Доступность,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Доступность,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-text-size,system,Размер текста,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Размер текста,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-contrast,system,Контраст,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Контраст,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-motion-reduce,system,Уменьшить движение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Уменьшить движение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-transparency-reduce,system,Уменьшить прозрачность,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Уменьшить прозрачность,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-online,system,В сети,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,В сети,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-offline,system,Нет сети,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Нет сети,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-reconnect,system,Восстановление связи,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Восстановление связи,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-sync,system,Синхронизация,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Синхронизация,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-warning,system,Предупреждение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Предупреждение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-error,system,Ошибка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Ошибка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-success,system,Успех,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Успех,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-info,system,Информация,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Информация,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-loading,system,Загрузка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Загрузка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-expired,system,Срок истёк,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Срок истёк,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-permission-denied,system,Нет доступа,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Нет доступа,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-system-help,system,Помощь,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Помощь,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-phone,future,Аудиозвонок,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Аудиозвонок,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-video-call,future,Видеозвонок,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Видеозвонок,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-call-end,future,Завершить звонок,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Завершить звонок,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-microphone,future,Микрофон,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Микрофон,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-microphone-off,future,Микрофон выключен,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Микрофон выключен,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-camera-off,future,Камера выключена,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Камера выключена,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-screen-share,future,Показ экрана,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Показ экрана,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-device-handoff,future,Перенос сессии,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Перенос сессии,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-call-link,future,Ссылка на звонок,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Ссылка на звонок,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-voice-room,future,Голосовая комната,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Голосовая комната,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-live,future,Эфир,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Эфир,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-speaker,future,Выступающий,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Выступающий,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-audience,future,Слушатели,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Слушатели,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
